"","Count","Words"
"a trip to",767,"a trip to"
"let you know",767,"let you know"
"the world of",766,"the world of"
"be part of",766,"be part of"
"getting ready to",766,"getting ready to"
"in which the",766,"in which the"
"it in a",765,"it in a"
"this is one",765,"this is one"
"i should have",765,"i should have"
"are you doing",764,"are you doing"
"on the phone",763,"on the phone"
"came up with",763,"came up with"
"in the right",763,"in the right"
"less than a",763,"less than a"
"to me that",762,"to me that"
"if you like",762,"if you like"
"for at least",762,"for at least"
"i have had",761,"i have had"
"those who are",761,"those who are"
"the life of",761,"the life of"
"do the same",761,"do the same"
"give me a",759,"give me a"
"the first round",759,"the first round"
"the way the",758,"the way the"
"should have been",758,"should have been"
"as good as",757,"as good as"
"out how to",757,"out how to"
"this will be",756,"this will be"
"hope you have",756,"hope you have"
"the difference between",755,"the difference between"
"him in the",754,"him in the"
"is what i",753,"is what i"
"to be honest",753,"to be honest"
"for them to",752,"for them to"
"in the fourth",752,"in the fourth"
"in an interview",750,"in an interview"
"getting ready for",750,"getting ready for"
"on the first",749,"on the first"
"best way to",749,"best way to"
"in san francisco",749,"in san francisco"
"we are going",748,"we are going"
"see you there",748,"see you there"
"so much more",747,"so much more"
"part of my",747,"part of my"
"and i can't",747,"and i can't"
"you are the",747,"you are the"
"time of the",746,"time of the"
"you get a",746,"you get a"
"take a look",746,"take a look"
"should not be",745,"should not be"
"there is nothing",745,"there is nothing"
"so excited to",745,"so excited to"
"i think this",744,"i think this"
"be the best",744,"be the best"
"know if you",743,"know if you"
"it has a",743,"it has a"
"i got the",742,"i got the"
"but i can't",742,"but i can't"
"is that i",742,"is that i"
"you know the",740,"you know the"
"if you were",740,"if you were"
"close to the",740,"close to the"
"to build a",739,"to build a"
"hall of fame",739,"hall of fame"
"if you haven't",739,"if you haven't"
"when you get",739,"when you get"
"where are you",739,"where are you"
"to the top",738,"to the top"
"what's going on",738,"what's going on"
"she was a",738,"she was a"
"is there a",738,"is there a"
"you had a",738,"you had a"
"that it would",738,"that it would"
"if they are",738,"if they are"
"when it was",737,"when it was"
"to know what",737,"to know what"
"have you ever",735,"have you ever"
"he is the",735,"he is the"
"so if you",734,"so if you"
"thanks to the",734,"thanks to the"
"happy mothers day",734,"happy mothers day"
"on the side",733,"on the side"
"back into the",732,"back into the"
"what is your",732,"what is your"
"on the internet",731,"on the internet"
"to win a",731,"to win a"
"are on the",731,"are on the"
"not sure if",730,"not sure if"
"so much to",729,"so much to"
"be the first",729,"be the first"
"and a few",729,"and a few"
"more than the",728,"more than the"
"i should be",728,"i should be"
"time for the",728,"time for the"
"to come back",728,"to come back"
"much of a",727,"much of a"
"not in the",726,"not in the"
"back and forth",726,"back and forth"
"and on the",726,"and on the"
"the idea that",725,"the idea that"
"to live in",725,"to live in"
"up and down",725,"up and down"
"on behalf of",725,"on behalf of"
"is about to",725,"is about to"
"we are all",724,"we are all"
"a total of",724,"a total of"
"is a lot",724,"is a lot"
"you know i",723,"you know i"
"to see that",722,"to see that"
"a man who",722,"a man who"
"give it a",722,"give it a"
"i have not",721,"i have not"
"have to make",721,"have to make"
"i like it",721,"i like it"
"the things that",721,"the things that"
"want you to",720,"want you to"
"had a good",720,"had a good"
"to go with",720,"to go with"
"for those of",719,"for those of"
"executive director of",719,"executive director of"
"told me that",718,"told me that"
"are looking for",718,"are looking for"
"to those who",717,"to those who"
"the edge of",717,"the edge of"
"we can do",715,"we can do"
"but i'm not",715,"but i'm not"
"working on a",715,"working on a"
"for the mention",715,"for the mention"
"men and women",714,"men and women"
"forward to seeing",714,"forward to seeing"
"well as a",714,"well as a"
"love to see",714,"love to see"
"make sure to",713,"make sure to"
"of the last",713,"of the last"
"i just don't",713,"i just don't"
"it seems like",713,"it seems like"
"you get the",712,"you get the"
"at the beginning",711,"at the beginning"
"trying to make",711,"trying to make"
"here is the",709,"here is the"
"i needed to",709,"i needed to"
"friends and family",709,"friends and family"
"what a great",709,"what a great"
"the new jersey",709,"the new jersey"
"we went to",708,"we went to"
"on the right",708,"on the right"
"to me i",708,"to me i"
"of thousands of",707,"of thousands of"
"waiting for the",707,"waiting for the"
"i know what",707,"i know what"
"in the block",707,"in the block"
"for a couple",706,"for a couple"
"welcome to the",706,"welcome to the"
"the los angeles",706,"the los angeles"
"i woke up",705,"i woke up"
"happy mother's day",705,"happy mother's day"
"that she was",704,"that she was"
"rt if you",704,"rt if you"
"to a new",702,"to a new"
"to say i",702,"to say i"
"it's a good",702,"it's a good"
"a copy of",702,"a copy of"
"earlier this year",702,"earlier this year"
"on the new",702,"on the new"
"do with the",701,"do with the"
"and we have",701,"and we have"
"when she was",701,"when she was"
"what happened to",701,"what happened to"
"to say the",701,"to say the"
"we all know",700,"we all know"
"i am the",700,"i am the"
"wish i was",700,"wish i was"
"the form of",699,"the form of"
"i want a",699,"i want a"
"can do it",699,"can do it"
"i haven't been",698,"i haven't been"
"will always be",698,"will always be"
"he was in",697,"he was in"
"of the month",697,"of the month"
"in the kitchen",697,"in the kitchen"
"involved in the",696,"involved in the"
"looking at the",696,"looking at the"
"that he has",696,"that he has"
"a great deal",695,"a great deal"
"i hope to",694,"i hope to"
"some of them",694,"some of them"
"might be a",694,"might be a"
"know what you",694,"know what you"
"grew up in",693,"grew up in"
"over to the",693,"over to the"
"to catch up",693,"to catch up"
"are the best",693,"are the best"
"to go on",692,"to go on"
"the first of",692,"the first of"
"that in the",692,"that in the"
"a very good",691,"a very good"
"the past two",691,"the past two"
"up at the",691,"up at the"
"is that it",691,"is that it"
"and out of",690,"and out of"
"of the past",690,"of the past"
"to the new",690,"to the new"
"the value of",690,"the value of"
"has not been",690,"has not been"
"the hunger games",690,"the hunger games"
"of people who",690,"of people who"
"have to wait",690,"have to wait"
"but i know",690,"but i know"
"that's what i",689,"that's what i"
"to buy a",689,"to buy a"
"has been the",689,"has been the"
"new york times",689,"new york times"
"you do not",688,"you do not"
"have you been",688,"have you been"
"was the only",688,"was the only"
"but they are",687,"but they are"
"make it to",685,"make it to"
"to the world",685,"to the world"
"he will be",685,"he will be"
"go to a",685,"go to a"
"to come out",685,"to come out"
"it turns out",684,"it turns out"
"chance to win",684,"chance to win"
"the most part",683,"the most part"
"said that the",682,"said that the"
"time of year",682,"time of year"
"was at the",682,"was at the"
"in favor of",682,"in favor of"
"and when i",682,"and when i"
"all kinds of",681,"all kinds of"
"might have been",681,"might have been"
"need to know",680,"need to know"
"last year and",680,"last year and"
"first day of",680,"first day of"
"is all about",679,"is all about"
"i was thinking",679,"i was thinking"
"in my opinion",679,"in my opinion"
"be at the",679,"be at the"
"know that i",679,"know that i"
"this kind of",679,"this kind of"
"that we can",678,"that we can"
"i made a",678,"i made a"
"and i would",678,"and i would"
"i am sure",676,"i am sure"
"need to go",676,"need to go"
"wanted to do",676,"wanted to do"
"and try to",676,"and try to"
"with a little",675,"with a little"
"was a bit",675,"was a bit"
"going to take",675,"going to take"
"it was like",675,"it was like"
"there are so",675,"there are so"
"were in the",675,"were in the"
"are expected to",675,"are expected to"
"that i will",674,"that i will"
"so i was",674,"so i was"
"she said she",674,"she said she"
"so i have",674,"so i have"
"i had been",673,"i had been"
"they are the",673,"they are the"
"that have been",673,"that have been"
"the loss of",673,"the loss of"
"in the room",672,"in the room"
"this year and",672,"this year and"
"i felt like",672,"i felt like"
"what you want",671,"what you want"
"and at the",671,"and at the"
"only a few",671,"only a few"
"here in the",671,"here in the"
"the way you",671,"the way you"
"i was not",670,"i was not"
"but it's not",670,"but it's not"
"take advantage of",670,"take advantage of"
"in a large",669,"in a large"
"to worry about",669,"to worry about"
"you know how",669,"you know how"
"of you who",668,"of you who"
"what you think",668,"what you think"
"you are in",668,"you are in"
"in my mind",667,"in my mind"
"on the field",667,"on the field"
"to think of",665,"to think of"
"said in an",665,"said in an"
"of a new",665,"of a new"
"he and his",665,"he and his"
"my best friend",665,"my best friend"
"went on to",664,"went on to"
"are so many",664,"are so many"
"who you are",664,"who you are"
"to have you",664,"to have you"
"to be there",663,"to be there"
"family and friends",663,"family and friends"
"i think they",663,"i think they"
"it was great",663,"it was great"
"to be at",662,"to be at"
"thought i was",662,"thought i was"
"the way it",662,"the way it"
"next to the",662,"next to the"
"the type of",662,"the type of"
"i love to",661,"i love to"
"that would have",660,"that would have"
"now i have",659,"now i have"
"and then the",659,"and then the"
"more than one",658,"more than one"
"of the story",658,"of the story"
"a way that",658,"a way that"
"at the bottom",658,"at the bottom"
"for him to",658,"for him to"
"go to bed",657,"go to bed"
"and i'm not",657,"and i'm not"
"more likely to",657,"more likely to"
"out of his",657,"out of his"
"when i got",656,"when i got"
"i was at",656,"i was at"
"the future of",656,"the future of"
"the quality of",656,"the quality of"
"in the fall",656,"in the fall"
"you guys are",656,"you guys are"
"live in the",655,"live in the"
"in a small",655,"in a small"
"not so much",655,"not so much"
"all of these",655,"all of these"
"i knew i",655,"i knew i"
"between the two",655,"between the two"
"in the us",655,"in the us"
"of the united",655,"of the united"
"i will not",654,"i will not"
"great way to",654,"great way to"
"this is why",654,"this is why"
"meant to be",653,"meant to be"
"it is so",653,"it is so"
"expected to be",653,"expected to be"
"i hate when",653,"i hate when"
"make sure that",652,"make sure that"
"addition to the",652,"addition to the"
"out for the",652,"out for the"
"turned out to",652,"turned out to"
"i can say",651,"i can say"
"it does not",651,"it does not"
"look like a",651,"look like a"
"there would be",651,"there would be"
"right now i",651,"right now i"
"and lots of",650,"and lots of"
"at this time",650,"at this time"
"it's a great",649,"it's a great"
"a good one",649,"a good one"
"a long way",648,"a long way"
"the case of",648,"the case of"
"the man who",647,"the man who"
"i go to",647,"i go to"
"he had been",646,"he had been"
"some of these",646,"some of these"
"i have ever",646,"i have ever"
"deal with the",646,"deal with the"
"give you a",646,"give you a"
"in the late",645,"in the late"
"just a little",645,"just a little"
"will be at",645,"will be at"
"is like a",644,"is like a"
"that there was",644,"that there was"
"trying to figure",644,"trying to figure"
"the sound of",644,"the sound of"
"can i get",644,"can i get"
"of the two",643,"of the two"
"the associated press",643,"the associated press"
"are a lot",643,"are a lot"
"more than years",643,"more than years"
"go to sleep",642,"go to sleep"
"a hard time",642,"a hard time"
"thanks to all",642,"thanks to all"
"like to be",642,"like to be"
"i don't get",641,"i don't get"
"there is an",641,"there is an"
"the best thing",640,"the best thing"
"way to get",640,"way to get"
"up for a",640,"up for a"
"over the weekend",640,"over the weekend"
"in response to",640,"in response to"
"able to do",640,"able to do"
"none of the",640,"none of the"
"so proud of",640,"so proud of"
